,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,
CODIGO ACT.,ACTIVIDAD,JUL,AGO,SEP,OCT,NOV,DIC,ENE,FEB,MAR,ABR,MAY,JUN,PROM,PROM_ATIP,R2,REGR DIA,PROM DIA,MIN DIA,MAX DIA,CV,SUAV_EXP,MOD,%,% ACUM,ABC,GRAFICA
T009701,TIAMINA 1000MG/10ML SOL. INYECTABLE,16,9,12,21,4,10,20,0,1,12,20,6,11,1,"0,04",1,1,1,1,"0,6369",1,SUAV,"0,0%","99,3%",C,
701694,DUODERM CGF 20 X 20 CM/8X8,36,16,20,5,4,2,5,13,3,16,8,4,11,0,"0,30",1,1,1,2,"0,8640",1,SUAV,"0,0%","99,3%",C,
702056,SONDA NELATON # 16 ,3,5,2,13,12,23,10,22,4,17,16,0,11,1,"0,05",1,1,1,1,"0,6848",1,SUAV,"0,0%","99,3%",C,
704205,"METOTREXATE TABLETA 2,5MG",6,24,18,8,6,0,26,16,0,27,0,0,11,4,"0,06",1,1,1,1,"0,9341",1,SUAV,"0,0%","99,3%",C,
H0000005,L-ASPARTATO/L-ORNITINA GRANULOS PARA SUSPENCIÓN ORAL 3G,0,24,6,0,24,0,52,0,0,5,16,0,11,6,"0,01",1,1,1,2,"1,3958",1,SUAV,"0,0%","99,3%",C,
703652,URSODEOXICOLICO ACIDO TABLETA 300MG,6,26,0,15,0,6,0,0,0,46,0,15,10,6,"0,01",1,1,1,2,"1,3635",1,SUAV,"0,0%","99,3%",C,
706175,CATETER YUGULAR CURVO (MAHURKAR CURVO) 5FR,4,7,3,5,11,9,15,8,17,9,15,14,10,0,"0,58",1,1,1,1,"0,4474",1,SUAV,"0,0%","99,3%",C,
701961,CATETER TROCAR RECTO 10FR (TUBO TORAX),11,12,8,8,17,18,13,7,0,10,0,13,10,2,"0,11",1,1,1,1,"0,5418",1,SUAV,"0,0%","99,3%",C,
708756,CATETER RECTO COAXIAL 2L 11FR X 20CM (MAHURKAR RECTO),7,3,10,13,10,7,13,5,6,8,14,13,10,0,"0,14",1,1,1,1,"0,3475",1,SUAV,"0,0%","99,4%",C,
706123,CATETER GASTROSTOMIA FLOW-20PUSH/ COOK,10,9,10,4,9,11,14,10,6,11,5,12,10,0,"0,00",1,1,1,1,"0,2803",1,SUAV,"0,0%","99,4%",C,
702486,STOMAHESIVE POLVO X 1 ONZA,6,9,13,2,13,7,17,12,7,5,11,9,10,0,"0,01",1,1,1,1,"0,3982",1,SUAV,"0,0%","99,4%",C,
702216,CATETER EPICUTANEO CAVA 24 G 2FR REF 218400,9,13,8,9,10,10,15,9,9,9,5,8,10,0,"0,14",1,1,1,1,"0,2398",1,SUAV,"0,0%","99,4%",C,
720012,CIRCUITO DE VENTILADOR REF-5513000 ALMA LISA PEDIATRICO,6,10,8,9,9,8,14,14,15,0,16,8,10,1,"0,04",1,1,1,1,"0,4304",1,SUAV,"0,0%","99,4%",C,
720013,CIRCUITO DE VENTILACION REF-5068850 ALMA LISA NEONATAL - INTERSURGICAL,6,10,8,9,9,8,14,14,15,0,16,8,10,1,"0,04",1,1,1,1,"0,4304",1,SUAV,"0,0%","99,4%",C,
701864,VENDA ELASTICA 5X5 ,2,9,7,29,26,10,1,8,5,15,3,4,10,0,"0,05",1,1,1,1,"0,8713",1,SUAV,"0,0%","99,4%",C,
C032013,CLOZAPINA TABLETA 100MG ,0,19,2,0,0,3,6,47,0,0,34,0,10,6,"0,05",1,1,1,2,"1,5133",1,SUAV,"0,0%","99,4%",C,
L0000005,LAMOTRIGINA TABLETA 100MG,74,0,0,14,0,3,0,0,0,17,1,0,10,7,"0,20",-1,1,1,3,"2,0373",1,SUAV,"0,0%","99,4%",C,
M017162,METOPROLOL TARTRATO TABLETA 100MG,30,6,5,19,0,15,0,0,15,13,7,0,10,4,"0,16",1,1,1,1,"0,9045",1,SUAV,"0,0%","99,4%",C,
713842,ESTILETE GUIA ENDOTRAQUEAL 14MM,0,0,0,0,0,0,1,20,23,0,28,30,9,7,"0,58",1,1,1,1,"1,3406",1,SUAV,"0,0%","99,4%",C,
701428,SEDA 2-0 185T (SC26)45CM ,4,5,6,3,15,12,11,8,11,1,6,23,9,0,"0,17",1,1,1,1,"0,6481",1,SUAV,"0,0%","99,4%",C,
702635,MASCARA C/RESERVORIO ADULTO,7,7,4,9,10,16,10,7,2,5,12,16,9,0,"0,09",1,1,1,1,"0,4651",1,SUAV,"0,0%","99,4%",C,
A033701,ATROPINA 1MG/1ML SOL. INYECTABLE ,6,14,7,9,2,10,7,5,4,12,12,14,9,0,"0,08",1,1,1,1,"0,4219",1,SUAV,"0,0%","99,4%",C,
702460,PINZA P/BOLSA DE OSTOMIA ,17,10,2,5,5,8,7,8,13,11,10,11,9,0,"0,02",1,1,1,1,"0,4266",1,SUAV,"0,0%","99,4%",C,
D015021,DICLOFENACO 50MG TABLETA ,1,1,7,6,27,6,21,18,0,10,0,11,9,2,"0,01",1,1,1,1,"0,9439",1,SUAV,"0,0%","99,4%",C,
702046,SONDA NASOGASTRICA # 18 ,12,10,5,3,8,6,10,7,14,6,10,7,9,0,"0,00",1,1,1,1,"0,3328",1,SUAV,"0,0%","99,4%",C,
M020501,METRONIDAZOL OVULO VAGINAL 500MG,1,5,12,11,23,4,11,5,0,21,6,7,9,1,"0,00",1,1,1,1,"0,7669",1,SUAV,"0,0%","99,4%",C,
164333,FOSFOMICINA DISODICA 4G POLVO LIOFILIZADO ,0,0,16,0,0,0,5,12,51,3,9,5,9,5,"0,09",1,1,1,2,"1,5352",1,SUAV,"0,0%","99,4%",C,
717450,N-ACETILCISTEINA SOLUCIÓN INYECTABLE 300MG/3ML,8,0,2,20,34,0,5,0,0,25,7,1,9,4,"0,00",1,1,1,2,"1,2243",1,SUAV,"0,0%","99,5%",C,
110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",100,0,0,0,0,0,0,0,0,0,0,0,9,11,"0,23",-1,1,1,4,"3,0709",1,SUAV,"0,0%","99,5%",C,
713549,LOPINAVIR/RITONAVIR TABLETA 200MG/50MG,0,54,0,0,0,4,0,0,46,0,0,0,9,9,"0,03",1,1,1,2,"2,0655",1,SUAV,"0,0%","99,5%",C,
713981,PIRIDOSTIGMINA TABLETA 60MG,0,56,0,0,43,0,0,0,0,0,8,0,9,9,"0,14",-1,1,1,2,"2,0525",1,SUAV,"0,0%","99,5%",C,
730143,RIFAMPICINA/ISONIACIDA TABLETA 150/150MG,44,47,8,0,0,0,0,0,0,0,0,0,9,9,"0,48",-1,1,1,2,"1,8681",1,SUAV,"0,0%","99,5%",C,
770020,ONDANSETRON 8MG TABLETA,26,54,10,3,0,0,4,0,0,0,0,0,9,7,"0,43",-1,1,1,2,"1,7371",1,SUAV,"0,0%","99,5%",C,
770065,TRETINOINA TABLETA 10MG (ONCOLOGICO),0,0,0,0,0,0,0,0,9,89,0,0,9,10,"0,11",1,1,1,3,"2,7220",1,SUAV,"0,0%","99,5%",C,
707251,SILDENAFIL TABLETA 50MG,0,0,7,20,5,0,0,15,5,6,7,32,9,4,"0,22",1,1,1,2,"1,0388",1,SUAV,"0,0%","99,5%",C,
V0000005,VALSARTAN TABLETA 80MG,0,0,0,15,4,13,26,2,0,0,0,29,8,6,"0,09",1,1,1,1,"1,2864",1,SUAV,"0,0%","99,5%",C,
V012221,VALPROICO ÁCIDO JARABE 250MG/5ML X 120ML,4,5,3,4,0,8,6,8,7,2,22,18,8,1,"0,43",1,1,1,1,"0,7741",1,SUAV,"0,0%","99,5%",C,
701854,VENDA SEMIELASTICA 4X4.1    ,3,4,11,10,3,1,0,9,8,0,21,15,8,2,"0,17",1,1,1,1,"0,7780",1,SUAV,"0,0%","99,5%",C,
702869,MASCARA P/TRAQUEOSTOMIA ADULTO - 1075,5,2,8,6,8,7,12,9,7,9,6,12,8,0,"0,36",1,1,1,1,"0,3364",1,SUAV,"0,0%","99,5%",C,
715826,PLEUR-EVAC 2500CC -A8000106 (PLEUROVAC),5,10,14,6,4,8,7,8,4,5,4,12,8,0,"0,02",1,1,1,1,"0,3957",1,SUAV,"0,0%","99,5%",C,
A017231,ALUMINIO HIDROXIDO SUSPENSIÓN ORAL 6G/100ML ,6,6,5,4,9,11,7,8,12,3,8,11,8,0,"0,16",1,1,1,1,"0,3442",1,SUAV,"0,0%","99,5%",C,
702069,S/TRACH-CARE 6FR S/CERRADO -196-4,5,8,5,3,0,2,14,15,15,7,7,9,8,1,"0,17",1,1,1,1,"0,6006",1,SUAV,"0,0%","99,5%",C,
702070,S/TRACH-CARE 8FR S/CERRADO- 198-4,2,7,8,9,9,4,6,16,18,3,9,5,8,0,"0,05",1,1,1,1,"0,5796",1,SUAV,"0,0%","99,5%",C,
704417,"EPOPROSTENOL TERMOESTABLE 1.5 MG POLVO LIOFILIZADO 1,5MG",18,75,0,0,0,0,0,0,0,0,0,0,8,10,"0,26",-1,1,1,3,"2,6091",1,SUAV,"0,0%","99,5%",C,
0004721,OXACILINA POLVO LIOFILIZADO 1G,0,12,0,8,0,0,0,0,19,49,0,0,8,8,"0,06",1,1,1,2,"1,7398",1,SUAV,"0,0%","99,5%",C,
R0000009,ROCIVERINA SOLUCIÓN INYECTABLE 20MG/2ML,38,0,2,0,0,0,42,6,0,0,0,0,8,8,"0,09",-1,1,1,2,"1,8409",1,SUAV,"0,0%","99,5%",C,
A0000034,ALPROSTADIL SOLUCIÓN INYECTABLE 20MCG/1ML,0,0,0,0,24,0,4,0,0,0,6,46,7,8,"0,19",1,1,1,2,"1,9390",1,SUAV,"0,0%","99,5%",C,
712599,ARTEMETER/LUMEFANTRINA TABLETA 20/120MG,0,0,0,0,0,0,24,0,0,0,20,34,7,9,"0,36",1,1,1,2,"1,6624",1,SUAV,"0,0%","99,5%",C,
A0000001,ABACAVIR/LAMIVUDINA/ZIDOVUDINA TABLETA 300MG/150MG/300MG,0,0,0,0,0,0,24,0,0,0,20,34,7,9,"0,36",1,1,1,2,"1,6624",1,SUAV,"0,0%","99,5%",C,
F015701,CALCIO FOLINATO 50MG/5ML SOL. INYECTABLE,1,0,0,0,6,0,3,13,17,0,23,20,7,5,"0,56",1,1,1,1,"1,2086",1,SUAV,"0,0%","99,6%",C,
C004011,CAPTOPRIL 25MG TABLETA ,0,0,0,25,0,2,0,0,0,3,42,12,7,7,"0,15",1,1,1,2,"1,8248",1,SUAV,"0,0%","99,6%",C,
717814,BARRERA STOMAHESIVE 100MM ,2,0,4,0,3,7,13,12,22,3,4,9,7,2,"0,24",1,1,1,1,"0,8854",1,SUAV,"0,0%","99,6%",C,
702078,BRAZALETE NEO/2,1,2,6,2,10,4,14,9,5,4,9,7,7,0,"0,20",1,1,1,1,"0,5296",1,SUAV,"0,0%","99,6%",C,
702080,BRAZALETE NEO/4,6,8,1,9,9,11,12,7,4,6,5,4,7,0,"0,03",1,1,1,1,"0,4319",1,SUAV,"0,0%","99,6%",C,
E0000021,SODIO FOSFATO MONOBASICO/DIBASICO ENEMA RECTAL 16G/6G/133ML,2,8,6,6,1,17,11,5,4,15,2,4,7,0,"0,01",1,1,1,1,"0,7026",1,SUAV,"0,0%","99,6%",C,
703654,OXIDO DE ZINC  5G/CALAMINA 5G /CREMA TÓPICA 5%/60G,7,10,2,2,0,4,10,9,4,12,11,3,7,1,"0,06",1,1,1,1,"0,5649",1,SUAV,"0,0%","99,6%",C,
D020221,"DIFENHIDRAMINA JARABE 2,42MG/1ML (290,4MG/120ML)",7,7,10,3,9,10,10,2,7,7,7,3,7,0,"0,09",1,1,1,1,"0,3861",1,SUAV,"0,0%","99,6%",C,
702558,TIOPENTAL POLVO LIOFILIZADO 1G ,0,0,0,30,10,16,0,16,1,0,0,0,7,7,"0,03",1,1,1,1,"1,3483",1,SUAV,"0,0%","99,6%",C,
714878,"GLUCERNA SOLUCIÓN ORAL 0,93KCAL/1ML (220,4KCAL/237ML)) ALIMENTO LIQUIDO CON CA",0,0,0,0,3,12,66,0,0,0,0,0,7,9,"0,00",1,1,1,3,"2,5959",1,SUAV,"0,0%","99,6%",C,
719246,"BISOPROLOL TABLETA 2,5MG",32,6,6,2,0,0,13,11,0,6,0,0,7,5,"0,25",-1,1,1,2,"1,2675",1,SUAV,"0,0%","99,6%",C,
719619,"APIXABAN TABLETA 2,5MG",3,18,25,17,1,2,0,0,0,9,0,0,7,5,"0,32",-1,1,1,1,"1,2124",1,SUAV,"0,0%","99,6%",C,
C0000030,CLINDAMICINA CÁPSULA 300MG,33,0,0,0,0,0,37,8,0,4,0,0,7,8,"0,07",1,1,1,2,"1,8340",1,SUAV,"0,0%","99,6%",C,
K002101,KETOCONAZOL TABLETA 200MG,40,8,0,0,0,0,0,0,0,0,28,0,7,9,"0,06",1,1,1,2,"1,8288",1,SUAV,"0,0%","99,6%",C,
P0000020,PRALIDOXIMA POLVO LIOFILIZADO 200MG,0,0,0,0,0,0,0,0,0,0,0,70,6,11,"0,23",1,1,1,3,"3,2245",1,SUAV,"0,0%","99,6%",C,
A020701,AMIKACINA 100MG/2ML SOL. INYECTABLE ,5,6,4,0,0,4,2,7,1,3,1,36,6,2,"0,16",1,1,1,2,"1,5637",1,SUAV,"0,0%","99,6%",C,
M002702,MANITOL AL 20 % SOL. INYECTABLE x 500 ML,8,3,7,4,8,0,0,4,10,3,7,18,6,2,"0,12",1,1,1,1,"0,7876",1,SUAV,"0,0%","99,6%",C,
711979,"FLUDROCORTISONA TABLETA 0,1MG",0,0,0,0,6,21,21,0,0,0,2,11,6,7,"0,04",1,1,1,1,"1,3025",1,SUAV,"0,0%","99,6%",C,
C0000008,CASPOFUNGINA 70MG POLVO LIOFILIZADO ,5,11,7,3,2,3,3,7,3,2,13,11,6,0,"0,04",1,1,1,1,"0,6267",1,SUAV,"0,0%","99,6%",C,
730123,CATETER PICC ALTA PRESION 5FR X 50 CM REF 01PR05052,4,4,12,3,2,8,1,5,3,3,10,7,6,0,"0,01",1,1,1,1,"0,5393",1,SUAV,"0,0%","99,6%",C,
D020201,"DIHIDROCODEINA JARABE 12,1MG/ML (294,4MG/120ML)",9,2,7,3,4,4,4,8,14,6,0,6,6,1,"0,00",1,1,1,1,"0,5871",1,SUAV,"0,0%","99,6%",C,
M0000005,METOPROLOL SOL. INYECTABLE 5MG/5ML,3,5,14,22,0,4,5,1,10,1,1,6,6,1,"0,09",1,1,1,1,"1,0341",1,SUAV,"0,0%","99,6%",C,
702484,KIT MICRONEBULIZADOR ADULTO,4,4,6,11,7,6,7,6,8,6,2,5,6,0,"0,02",1,1,1,1,"0,3600",1,SUAV,"0,0%","99,6%",C,
709707,CATETER VENOSO CENTRAL (CVC) BILUMEN 7FRX20CM ,3,5,8,4,7,3,4,4,6,15,3,5,6,0,"0,04",1,1,1,1,"0,5377",1,SUAV,"0,0%","99,6%",C,
717218,"CLONAZEPAM SOL. ORAL 2,5MG/1ML x 20ML",7,7,3,8,11,3,4,6,5,3,0,4,6,1,"0,29",1,1,1,1,"0,4638",1,SUAV,"0,0%","99,6%",C,
717813,BOLSA OSTOMIA OP/100MM,3,0,4,0,3,7,13,11,21,2,4,4,6,2,"0,12",1,1,1,1,"0,9837",1,SUAV,"0,0%","99,6%",C,
718376,ATAZANAVIR 300MG CAPSULA,21,7,36,0,0,0,0,0,0,0,0,0,6,9,"0,36",-1,1,1,2,"1,8287",1,SUAV,"0,0%","99,6%",C,
D0000031,DAPTOMICINA POLVO LIOFILIZADO 500MG,0,0,2,0,2,38,0,5,0,15,9,0,6,6,"0,03",1,1,1,2,"1,7762",1,SUAV,"0,0%","99,7%",C,
H007321,HIDROCORTISONA ACETATO CREMA TÓPICA 1%,3,1,6,7,3,3,0,19,23,5,0,0,6,3,"0,02",1,1,1,1,"1,1977",1,SUAV,"0,0%","99,7%",C,
J000006,METFORMINA/SITAGLIPTINA TABLETA 1000MG/50MG,0,0,0,0,43,18,0,0,0,0,0,0,6,10,"0,02",1,1,1,2,"2,0766",1,SUAV,"0,0%","99,7%",C,
M009011,MERCAPTOPURINA TBL. 50 MG,0,5,0,0,0,0,0,14,11,16,26,0,6,7,"0,33",1,1,1,1,"1,3961",1,SUAV,"0,0%","99,7%",C,
M015011,METOCARBAMOL TABLETA 750MG,4,5,0,0,1,16,27,1,0,0,9,0,6,5,"0,00",1,1,1,1,"1,3422",1,SUAV,"0,0%","99,7%",C,
V0000013,TRIMETAZIDINA TABLETA 35MG,0,0,0,24,31,5,0,2,0,4,0,0,6,7,"0,05",1,1,1,2,"1,6798",1,SUAV,"0,0%","99,7%",C,
701175,PROPAFENONA TABLETA 150MG,0,0,0,0,0,32,0,0,0,0,0,24,5,10,"0,07",1,1,1,2,"2,1124",1,SUAV,"0,0%","99,7%",C,
702229,SPINOCAN 20G X31/2 ,5,1,3,3,3,10,5,4,4,6,6,9,5,0,"0,31",1,1,1,1,"0,4930",1,SUAV,"0,0%","99,7%",C,
708178,AGUJA P/ASPIRACION DE MEDULA OSEA DBMNI 1501 RP.M,4,6,8,3,1,7,7,5,2,5,3,4,5,0,"0,06",1,1,1,1,"0,4120",1,SUAV,"0,0%","99,7%",C,
715131,CEFOTAXIMA SOLUCIÓN INYECTABLE 1G,0,0,0,0,0,0,54,0,0,0,0,4,5,10,"0,01",1,1,1,2,"2,9730",1,SUAV,"0,0%","99,7%",C,
C031511,CLOTRIMAZOL CREMA VAGINAL 1%,2,6,0,4,9,0,5,9,8,3,3,4,5,2,"0,03",1,1,1,1,"0,5970",1,SUAV,"0,0%","99,7%",C,
700629,FOSFOLIPIDOS NATURALES 200MG/8ML SUSPENSION INYECTABLE (SURFACTANTE PULMONAR),5,3,5,6,6,5,3,6,4,3,7,3,5,0,"0,01",1,1,1,1,"0,2749",1,SUAV,"0,0%","99,7%",C,
702057,SONDA NELATON # 18,1,0,4,9,7,4,3,4,0,17,0,3,5,3,"0,02",1,1,1,1,"0,9321",1,SUAV,"0,0%","99,7%",C,
719274,MASCARA VENTURY PEDIATRICA,0,1,1,4,0,8,11,7,7,0,7,3,5,3,"0,16",1,1,1,1,"0,7278",1,SUAV,"0,0%","99,7%",C,
730084,DALTEPARINA SODICA 7.500 UI (ANTIFACTOR XA) SOL. INYECTABLE,7,7,32,4,0,0,0,0,0,0,0,3,5,7,"0,24",-1,1,1,2,"1,7444",1,SUAV,"0,0%","99,7%",C,
D018221,"DIFENHIDRAMINA JARABE 12,5MG/5ML (300MG/120ML)",5,5,3,0,5,6,10,8,7,1,7,3,5,1,"0,02",1,1,1,1,"0,5538",1,SUAV,"0,0%","99,7%",C,
702044,SONDA NASOGASTRICA # 14,4,5,3,6,2,2,7,4,8,5,6,2,5,0,"0,02",1,1,1,1,"0,3873",1,SUAV,"0,0%","99,7%",C,
702704,TUBO ENDOTRAQUEAL 3.5 S/BL    ,3,2,5,6,9,4,3,6,13,0,2,2,5,1,"0,01",1,1,1,1,"0,6854",1,SUAV,"0,0%","99,7%",C,
700873,URSODEOXICOLICO ACIDO TABLETA 600MG,0,0,13,0,11,10,0,0,16,0,0,0,5,8,"0,01",1,1,1,1,"1,2078",1,SUAV,"0,0%","99,7%",C,
701035,"BETAMETILDIGOXINA TABLETA 0,1MG",1,3,0,0,0,0,20,3,0,4,22,0,5,6,"0,12",1,1,1,1,"1,5110",1,SUAV,"0,0%","99,7%",C,
701289,TRANEXAMICO ÁCIDO TABLETA 500MG,4,9,7,10,7,7,0,4,6,2,4,0,5,2,"0,39",1,1,1,1,"0,6218",1,SUAV,"0,0%","99,7%",C,
710110,SEDA 2-0 SS685 (C-15) SOFSILK CURVA,4,4,6,3,14,11,11,7,0,0,0,0,5,4,"0,17",1,1,1,1,"0,9381",1,SUAV,"0,0%","99,7%",C,
715020,DULOXETINA TABLETA 30MG,4,45,0,0,4,0,0,0,0,3,0,0,5,8,"0,19",-1,1,1,2,"2,4527",1,SUAV,"0,0%","99,7%",C,
730082,VECURONIO BROMURO SOLUCIÓN INYECTABLE 4MG,0,0,0,0,0,0,0,0,0,0,54,0,5,11,"0,16",1,1,1,2,"2,9850",1,SUAV,"0,0%","99,7%",C,
2001990802,SACCHAROMYCES BOULARDII POLVO PARA SUSPENSIÓN ORAL 250MG,14,0,10,0,14,1,10,0,0,0,0,0,5,7,"0,29",-1,1,1,1,"1,1444",1,SUAV,"0,0%","99,7%",C,
A027142,AMPICILINA TABLETA 500MG,23,0,0,0,0,0,2,23,0,4,0,0,5,8,"0,05",1,1,1,1,"1,6859",1,SUAV,"0,0%","99,7%",C,
A037101,ABACAVIR TABLETA 300MG,0,0,50,0,0,0,0,0,0,0,0,0,5,11,"0,09",-1,1,1,2,"2,7639",1,SUAV,"0,0%","99,7%",C,
C009141,CEFRADINA 500MG CÁPSULA ,38,0,0,0,19,0,0,0,0,0,0,0,5,10,"0,26",-1,1,1,2,"2,2615",1,SUAV,"0,0%","99,7%",C,
702609,CANULA GUEDEL 3 (ISO 9.0),0,0,2,0,0,2,2,3,3,0,5,25,4,5,"0,36",1,1,1,1,"1,6661",1,SUAV,"0,0%","99,7%",C,
700550,ROCURONIO BROMURO SOLUCIÓN INYECTABLE 50MG/5ML,2,2,1,0,0,0,0,0,0,0,16,24,4,7,"0,34",1,1,1,1,"1,8712",1,SUAV,"0,0%","99,7%",C,
S020011,SULFASALAZINA TABLETA 500MG,0,0,0,2,8,0,8,4,0,0,0,22,4,7,"0,19",1,1,1,1,"1,5657",1,SUAV,"0,0%","99,7%",C,
702151,AGUJA 23X1,3,0,2,1,1,3,3,6,5,7,6,5,4,1,"0,65",1,1,1,1,"0,5449",1,SUAV,"0,0%","99,7%",C,
700749,"BUDESONIDA SUSPENSIÓN PARA INHALACIÓN 0,5MG/1ML (1MG/2ML)",0,6,0,14,0,4,0,9,0,0,6,4,4,6,"0,00",1,1,1,1,"1,0871",1,SUAV,"0,0%","99,7%",C,
702230,SPINOCAN 22G X31/2  ,4,0,3,4,2,8,5,3,0,5,5,4,4,2,"0,05",1,1,1,1,"0,5348",1,SUAV,"0,0%","99,7%",C,
708883,AQUACEL AG+ APOSITO 20 X 30 ,4,3,7,3,1,4,2,7,5,4,3,4,4,0,"0,00",1,1,1,1,"0,4264",1,SUAV,"0,0%","99,7%",C,
719419,INSULINA ASPARTATO SOL. INYECTABLE 100UI/ML x 10ML (1000UI),6,2,2,7,6,4,0,5,0,3,5,4,4,2,"0,03",1,1,1,1,"0,5528",1,SUAV,"0,0%","99,7%",C,
B012011,"BROMOCRIPTINA 2,5MG TABLETA",0,0,5,0,0,2,18,4,0,0,4,4,4,6,"0,03",1,1,1,1,"1,2224",1,SUAV,"0,0%","99,7%",C,
I020061,ISOSORBIDE DINITRATO TABLETA 5MG,0,3,7,10,4,2,3,11,0,4,1,4,5,2,"0,01",1,1,1,1,"0,6854",1,SUAV,"0,0%","99,7%",C,
719877,BARRERA  57 MM REF 411451 CONVEX  SUR-FIT PLUS ,1,6,9,1,9,1,0,0,5,5,0,3,4,3,"0,06",1,1,1,1,"0,8122",1,SUAV,"0,0%","99,8%",C,
B004332,"BETAMETASONA UNGÜENTO TÓPICO 0,05% x 40G",8,0,4,0,6,1,1,2,3,8,2,3,4,2,"0,00",1,1,1,1,"0,6757",1,SUAV,"0,0%","99,8%",C,
I007701,INMUNOGLOBULINA ANTI-D SOLUCIÓN INYECTABLE 300MCG/2ML,2,3,4,2,4,2,4,2,6,3,6,3,4,0,"0,17",1,1,1,1,"0,3455",1,SUAV,"0,0%","99,8%",C,
702062,S/SUCCION 10  ,0,0,0,0,0,0,1,29,8,0,0,2,4,8,"0,05",1,1,1,1,"2,0113",1,SUAV,"0,0%","99,8%",C,
702228,SPINOCAN 18G 3/2   ,2,4,4,3,6,10,1,2,0,2,8,2,4,1,"0,00",1,1,1,1,"0,7096",1,SUAV,"0,0%","99,8%",C,
705183,AGUJA BIOPSIA MEDULA OSEA  DBMNJ1104TL RP-M,3,6,6,4,1,4,6,3,1,2,1,2,4,0,"0,34",1,1,1,1,"0,4691",1,SUAV,"0,0%","99,8%",C,
719247,INSULINA DETERMIR SOL. INYECTABLE 100UI/ML x 3ML (300UI),7,2,2,1,7,5,5,3,0,1,6,2,4,1,"0,05",1,1,1,1,"0,5904",1,SUAV,"0,0%","99,8%",C,
G003601,GENTAMICINA SOL. OFTÁLMICA 0.3% GOTAS,0,4,5,3,4,6,1,4,2,4,4,2,4,1,"0,00",1,1,1,1,"0,4098",1,SUAV,"0,0%","99,8%",C,
P005722,PENICILINA G BENZATINICA POLVO LIOFILIZADO 2400000UI,13,0,1,5,1,0,2,0,0,5,9,2,4,4,"0,01",1,1,1,1,"0,9939",1,SUAV,"0,0%","99,8%",C,
700815,"FOSFOLIPIDOS NATURALES 120MG/1,5ML SUSPENSION INYECTABLE SURFACTANTE PULMONAR)",0,4,6,1,0,0,12,2,5,2,4,1,4,3,"0,01",1,1,1,1,"0,8320",1,SUAV,"0,0%","99,8%",C,
700907,"FITOMENADIONA 2MG/0,2ML SOL. INYECTABLE (VITAMINA K)",9,9,3,0,5,4,3,2,1,9,1,1,4,1,"0,21",1,1,1,1,"0,8066",1,SUAV,"0,0%","99,8%",C,
701715,DUODERM ET 10X10/4X4   ,3,5,3,2,0,3,10,1,0,3,6,1,4,2,"0,00",1,1,1,1,"0,6805",1,SUAV,"0,0%","99,8%",C,
708677,DOMPERIDONA 1MG/1ML SUSPENSION,3,3,7,5,6,3,5,9,0,1,0,1,4,2,"0,21",1,1,1,1,"0,6881",1,SUAV,"0,0%","99,8%",C,
717432,FLUTICASONA/SALMETEROL SUSPENSIÓN PARA INHALACIÓN 250MCG/25MCG/1PUFF/120PUFF,7,4,4,4,6,7,3,2,3,4,0,1,4,1,"0,51",1,1,1,1,"0,5217",1,SUAV,"0,0%","99,8%",C,
I00000006,INSULINA LISPRO SOL. INYECTABLE 100UI/ML x 10ML (1000UI),5,5,3,6,1,2,5,5,6,5,1,1,4,0,"0,10",1,1,1,1,"0,4801",1,SUAV,"0,0%","99,8%",C,
T020201,TRAMADOL SOL. ORAL 100MG/1ML,4,2,10,6,4,5,1,5,2,2,5,1,4,0,"0,17",1,1,1,1,"0,6163",1,SUAV,"0,0%","99,8%",C,
700326,IPRATROPIO BROMURO SOL. PARA INHALACIÓN 250MCG/1ML x 20ML,5,6,6,6,6,3,4,1,0,2,2,0,4,2,"0,74",-1,1,1,1,"0,5724",1,SUAV,"0,0%","99,8%",C,
702020,SONDA FOLEY 2 VÍAS 16FRX5CM    ,0,0,0,0,0,19,1,0,0,26,0,0,4,9,"0,06",1,1,1,1,"2,1185",1,SUAV,"0,0%","99,8%",C,
711417,AZUL DE METILENO 1% x 5ML,4,3,2,6,0,3,8,0,5,6,6,0,4,3,"0,00",1,1,1,1,"0,6492",1,SUAV,"0,0%","99,8%",C,
719773,ACETAMINOFEN/CODEINA TABLETA 325MG/30MG,15,0,0,0,0,0,0,30,0,0,0,0,4,10,"0,01",1,1,1,1,"2,2317",1,SUAV,"0,0%","99,8%",C,
719888,APIXABAN 5 MG TABLETA,0,11,25,1,0,0,2,0,0,9,0,0,4,7,"0,13",-1,1,1,1,"1,8257",1,SUAV,"0,0%","99,8%",C,
770117,ELTROMBOPAG TABLETA 50MG (ONCOLOGICO),0,0,0,0,0,26,4,7,0,7,1,0,4,7,"0,01",1,1,1,1,"1,8002",1,SUAV,"0,0%","99,8%",C,
770152,RIOCIGUAT 0.5 MG,0,0,0,0,0,0,42,0,0,0,0,0,4,11,"0,00",1,1,1,2,"2,9020",1,SUAV,"0,0%","99,8%",C,
A036701,AZUL DE METILENO SOLUCIÓN INYECTABLE 10MG/1ML,4,3,2,6,0,3,8,0,5,6,6,0,4,3,"0,00",1,1,1,1,"0,6492",1,SUAV,"0,0%","99,8%",C,
