fecha,producto_id,demanda,categoria_abc,variabilidad,usar_ml,prediccion_xgboost,prediccion_baseline_3m,prediccion_final,metodo_usado,error_final
2023-11-01,1077,0.0,B,Alta,True,0.0,32.0,0.0,XGBoost,0.0
2023-12-01,1077,24.0,B,Alta,True,14.658774,9.333333333333334,14.658774375915527,XGBoost,-9.341225624084473
2023-10-01,1078,0.0,B,Alta,True,0.0,1.0,0.0,XGBoost,0.0
2023-11-01,1078,8.0,B,Alta,True,35.2254,0.0,35.225399017333984,XGBoost,27.225399017333984
2023-12-01,1078,0.0,B,Alta,True,0.039069433,2.6666666666666665,0.03906943276524544,XGBoost,0.03906943276524544
2023-10-01,1079,50.0,B,Alta,True,33.59762,17.666666666666668,33.597618103027344,XGBoost,-16.402381896972656
2023-11-01,1079,0.0,B,Alta,True,0.09118468,34.333333333333336,0.09118468314409256,XGBoost,0.09118468314409256
2023-12-01,1079,0.0,B,Alta,True,0.068494946,16.666666666666668,0.06849494576454163,XGBoost,0.06849494576454163
2023-10-01,1080,0.0,B,Alta,True,0.0,14.333333333333334,0.0,XGBoost,0.0
2023-11-01,1080,32.0,B,Alta,True,17.639109,9.666666666666666,17.639108657836914,XGBoost,-14.360891342163086
2023-12-01,1080,0.0,B,Alta,True,0.0,10.666666666666666,0.0,XGBoost,0.0
2023-10-01,1081,23.0,B,Alta,True,21.770777,13.0,21.770776748657227,XGBoost,-1.2292232513427734
2023-11-01,1081,0.0,B,Alta,True,0.0,15.333333333333334,0.0,XGBoost,0.0
2023-12-01,1081,0.0,B,Alta,True,0.0,15.333333333333334,0.0,XGBoost,0.0
2023-10-01,1082,0.0,A,Alta,True,0.026768696,45.666666666666664,0.026768695563077927,XGBoost,0.026768695563077927
2023-11-01,1082,41.0,A,Alta,True,25.686499,14.333333333333334,25.686498641967773,XGBoost,-15.313501358032227
2023-12-01,1082,0.0,A,Alta,True,0.15569872,13.666666666666666,0.1556987166404724,XGBoost,0.1556987166404724
